state,statefp,county,countyfp,year,month,trap_type,species,num_sites,num_collection_events,num_trap_nights,num_adult_females_collected,num_collection_events_with_detection
California,06,Riverside,065,2003,3,NJLT,No Detection,1,42,294,0,11
California,06,Sacramento,067,2003,3,GRAV,Culex pipiens,5,8,56,1,1
California,06,Sacramento,067,2003,3,GRAV,No Detection,5,8,56,0,7
California,06,Sacramento,067,2003,3,NJLT,Culex pipiens,24,113,791,178,61
California,06,Sacramento,067,2003,3,NJLT,Culex stigmatosoma,24,113,791,1,1
California,06,Sacramento,067,2003,3,NJLT,Culex tarsalis,24,113,791,115,50
California,06,Sacramento,067,2003,3,NJLT,No Detection,24,113,791,0,28
California,06,Sacramento,067,2003,3,OTHER,Culex pipiens,15,71,497,44,23
California,06,Sacramento,067,2003,3,OTHER,Culex stigmatosoma,15,71,497,3,2
California,06,Sacramento,067,2003,3,OTHER,Culex tarsalis,15,71,497,24,14
California,06,Sacramento,067,2003,3,OTHER,No Detection,15,71,497,0,35
California,06,San Joaquin,077,2003,3,CO2,Culex tarsalis,2,3,3,1,1
California,06,San Joaquin,077,2003,3,CO2,No Detection,2,3,3,0,2
California,06,Stanislaus,099,2003,3,NJLT,Culex pipiens,21,77,535,96,33
California,06,Stanislaus,099,2003,3,NJLT,Culex stigmatosoma,21,77,535,1,1
California,06,Stanislaus,099,2003,3,NJLT,Culex tarsalis,21,77,535,54,28
California,06,Stanislaus,099,2003,3,NJLT,No Detection,21,77,535,0,31
California,06,Yolo,113,2003,3,GRAV,Culex pipiens,1,1,7,1,1
California,06,Yolo,113,2003,3,NJLT,Culex pipiens,16,73,511,7,6
California,06,Yolo,113,2003,3,NJLT,Culex stigmatosoma,16,73,511,5,3
California,06,Yolo,113,2003,3,NJLT,Culex tarsalis,16,73,511,62,36
California,06,Yolo,113,2003,3,NJLT,No Detection,16,73,511,0,31
California,06,Yolo,113,2003,3,OTHER,Culex pipiens,8,40,280,2,2
California,06,Yolo,113,2003,3,OTHER,Culex tarsalis,8,40,280,38,19
California,06,Yolo,113,2003,3,OTHER,No Detection,8,40,280,0,20
California,06,Butte,007,2003,4,NJLT,Culex pipiens,25,98,680,25,15
California,06,Butte,007,2003,4,NJLT,Culex stigmatosoma,25,98,680,3,3
California,06,Butte,007,2003,4,NJLT,Culex tarsalis,25,98,680,152,51
California,06,Butte,007,2003,4,NJLT,No Detection,25,98,680,0,40
California,06,Glenn,021,2003,4,NJLT,Culex pipiens,1,4,28,1,1
California,06,Glenn,021,2003,4,NJLT,No Detection,1,4,28,0,3
California,06,Kern,029,2003,4,NJLT,Culex pipiens,20,91,611,66,25
California,06,Kern,029,2003,4,NJLT,Culex stigmatosoma,20,91,611,1,1
California,06,Kern,029,2003,4,NJLT,Culex tarsalis,20,91,611,307,69
California,06,Kern,029,2003,4,NJLT,No Detection,20,91,611,0,16
California,06,Los Angeles,037,2003,4,CO2,Culex quinquefasciatus,99,207,232,1986,97
California,06,Los Angeles,037,2003,4,CO2,Culex stigmatosoma,99,207,232,96,16
California,06,Los Angeles,037,2003,4,CO2,Culex tarsalis,99,207,232,1039,37
California,06,Los Angeles,037,2003,4,CO2,No Detection,99,207,232,0,105
California,06,Los Angeles,037,2003,4,GRAV,Culex quinquefasciatus,18,28,28,377,23
California,06,Los Angeles,037,2003,4,GRAV,Culex stigmatosoma,18,28,28,6,3
California,06,Los Angeles,037,2003,4,GRAV,No Detection,18,28,28,0,5
California,06,Los Angeles,037,2003,4,NJLT,Culex pipiens,13,56,380,189,45
California,06,Los Angeles,037,2003,4,NJLT,Culex stigmatosoma,13,56,380,72,23
California,06,Los Angeles,037,2003,4,NJLT,Culex tarsalis,13,56,380,34,23
California,06,Los Angeles,037,2003,4,NJLT,No Detection,13,56,380,0,5
California,06,Riverside,065,2003,4,CO2,Culex quinquefasciatus,48,87,91,894,44
California,06,Riverside,065,2003,4,CO2,Culex tarsalis,48,87,91,12449,84
California,06,Riverside,065,2003,4,CO2,No Detection,48,87,91,0,2
California,06,Riverside,065,2003,4,GRAV,Culex quinquefasciatus,5,25,25,479,35
California,06,Riverside,065,2003,4,GRAV,Culex tarsalis,5,25,25,2,2
California,06,Riverside,065,2003,4,GRAV,No Detection,5,25,25,0,3
California,06,Riverside,065,2003,4,NJLT,Culex pipiens,1,39,273,177,32
California,06,Riverside,065,2003,4,NJLT,Culex stigmatosoma,1,39,273,16,9
California,06,Riverside,065,2003,4,NJLT,Culex tarsalis,1,39,273,85,18
California,06,Riverside,065,2003,4,NJLT,No Detection,1,39,273,0,6
California,06,Sacramento,067,2003,4,GRAV,Culex pipiens,8,15,106,391,9
California,06,Sacramento,067,2003,4,GRAV,No Detection,8,15,106,0,6
California,06,Sacramento,067,2003,4,NJLT,Culex pipiens,23,88,616,156,51
California,06,Sacramento,067,2003,4,NJLT,Culex stigmatosoma,23,88,616,5,4
California,06,Sacramento,067,2003,4,NJLT,Culex tarsalis,23,88,616,202,67
California,06,Sacramento,067,2003,4,NJLT,No Detection,23,88,616,0,11
California,06,Sacramento,067,2003,4,OTHER,Culex pipiens,15,55,385,34,15
California,06,Sacramento,067,2003,4,OTHER,Culex tarsalis,15,55,385,21,17
California,06,Sacramento,067,2003,4,OTHER,No Detection,15,55,385,0,27
California,06,San Joaquin,077,2003,4,CO2,Culex pipiens,8,14,14,1,1
California,06,San Joaquin,077,2003,4,CO2,No Detection,8,14,14,0,13
California,06,Stanislaus,099,2003,4,NJLT,Culex pipiens,21,96,671,134,44
California,06,Stanislaus,099,2003,4,NJLT,Culex tarsalis,21,96,671,143,48
California,06,Stanislaus,099,2003,4,NJLT,No Detection,21,96,671,0,30
California,06,Sutter,101,2003,4,NJLT,Culex pipiens,24,113,797,41,20
California,06,Sutter,101,2003,4,NJLT,Culex stigmatosoma,24,113,797,5,4
California,06,Sutter,101,2003,4,NJLT,Culex tarsalis,24,113,797,86,45
California,06,Sutter,101,2003,4,NJLT,No Detection,24,113,797,0,54
California,06,Yolo,113,2003,4,GRAV,Culex pipiens,1,4,28,110,4
California,06,Yolo,113,2003,4,GRAV,Culex tarsalis,1,4,28,1,1
California,06,Yolo,113,2003,4,NJLT,Culex pipiens,15,54,378,16,11
California,06,Yolo,113,2003,4,NJLT,Culex stigmatosoma,15,54,378,11,7
California,06,Yolo,113,2003,4,NJLT,Culex tarsalis,15,54,378,72,25
California,06,Yolo,113,2003,4,NJLT,No Detection,15,54,378,0,24
California,06,Yolo,113,2003,4,OTHER,Culex pipiens,8,31,217,3,3
California,06,Yolo,113,2003,4,OTHER,Culex tarsalis,8,31,217,50,13
California,06,Yolo,113,2003,4,OTHER,No Detection,8,31,217,0,16
California,06,Yuba,115,2003,4,NJLT,Culex pipiens,12,62,432,30,17
California,06,Yuba,115,2003,4,NJLT,Culex tarsalis,12,62,432,123,43
California,06,Yuba,115,2003,4,NJLT,No Detection,12,62,432,0,14
California,06,Butte,007,2003,5,GRAV,Culex pipiens,5,5,35,78,2
California,06,Butte,007,2003,5,GRAV,Culex tarsalis,5,5,35,5,2
California,06,Butte,007,2003,5,GRAV,No Detection,5,5,35,0,2
California,06,Butte,007,2003,5,NJLT,Culex pipiens,25,99,695,253,27
California,06,Butte,007,2003,5,NJLT,Culex stigmatosoma,25,99,695,16,6
California,06,Butte,007,2003,5,NJLT,Culex tarsalis,25,99,695,913,77
California,06,Butte,007,2003,5,NJLT,No Detection,25,99,695,0,20
California,06,Glenn,021,2003,5,NJLT,Culex tarsalis,1,4,28,5,4
California,06,Kern,029,2003,5,NJLT,Culex pipiens,20,76,531,207,38
California,06,Kern,029,2003,5,NJLT,Culex stigmatosoma,20,76,531,2,1
California,06,Kern,029,2003,5,NJLT,Culex tarsalis,20,76,531,579,63
California,06,Kern,029,2003,5,NJLT,No Detection,20,76,531,0,12
California,06,Los Angeles,037,2003,5,CO2,Culex quinquefasciatus,87,212,225,1040,112
California,06,Los Angeles,037,2003,5,CO2,Culex stigmatosoma,87,212,225,101,23
California,06,Los Angeles,037,2003,5,CO2,Culex tarsalis,87,212,225,280,53
California,06,Los Angeles,037,2003,5,CO2,No Detection,87,212,225,0,91
California,06,Los Angeles,037,2003,5,GRAV,Culex quinquefasciatus,56,78,78,2828,68
California,06,Los Angeles,037,2003,5,GRAV,Culex stigmatosoma,56,78,78,95,16
California,06,Los Angeles,037,2003,5,GRAV,Culex tarsalis,56,78,78,18,6
California,06,Los Angeles,037,2003,5,GRAV,No Detection,56,78,78,0,10
California,06,Los Angeles,037,2003,5,NJLT,Culex pipiens,13,50,362,279,37
California,06,Los Angeles,037,2003,5,NJLT,Culex stigmatosoma,13,50,362,150,28
California,06,Los Angeles,037,2003,5,NJLT,Culex tarsalis,13,50,362,62,27
California,06,Los Angeles,037,2003,5,NJLT,No Detection,13,50,362,0,8
California,06,Los Angeles,037,2003,5,OTHER,Culex quinquefasciatus,5,5,5,29,3
California,06,Los Angeles,037,2003,5,OTHER,No Detection,5,5,5,0,2
California,06,Orange,059,2003,5,OTHER,Culex quinquefasciatus,1,1,1,4,1
California,06,Placer,061,2003,5,CO2,Culex pipiens,5,5,5,2,2
California,06,Placer,061,2003,5,CO2,Culex tarsalis,5,5,5,2,2
California,06,Placer,061,2003,5,CO2,No Detection,5,5,5,0,2
California,06,Riverside,065,2003,5,CO2,Culex quinquefasciatus,49,101,118,18375,67
California,06,Riverside,065,2003,5,CO2,Culex tarsalis,49,101,118,10584,94
California,06,Riverside,065,2003,5,CO2,No Detection,49,101,118,0,4
California,06,Riverside,065,2003,5,GRAV,Culex quinquefasciatus,6,23,23,994,50
California,06,Riverside,065,2003,5,GRAV,Culex stigmatosoma,6,23,23,2,2
California,06,Riverside,065,2003,5,GRAV,Culex tarsalis,6,23,23,6,6
California,06,Riverside,065,2003,5,GRAV,No Detection,6,23,23,0,1
California,06,Riverside,065,2003,5,NJLT,Culex pipiens,1,50,350,121,29
California,06,Riverside,065,2003,5,NJLT,Culex stigmatosoma,1,50,350,7,7
California,06,Riverside,065,2003,5,NJLT,Culex tarsalis,1,50,350,99,17
California,06,Riverside,065,2003,5,NJLT,No Detection,1,50,350,0,14
California,06,Sacramento,067,2003,5,GRAV,Culex pipiens,10,36,262,2534,16
California,06,Sacramento,067,2003,5,GRAV,Culex stigmatosoma,10,36,262,1,1
California,06,Sacramento,067,2003,5,GRAV,Culex tarsalis,10,36,262,4,1
California,06,Sacramento,067,2003,5,GRAV,No Detection,10,36,262,0,20
California,06,Sacramento,067,2003,5,NJLT,Culex pipiens,23,87,631,344,54
California,06,Sacramento,067,2003,5,NJLT,Culex stigmatosoma,23,87,631,6,6
California,06,Sacramento,067,2003,5,NJLT,Culex tarsalis,23,87,631,640,61
California,06,Sacramento,067,2003,5,NJLT,No Detection,23,87,631,0,13
California,06,Sacramento,067,2003,5,OTHER,Culex pipiens,15,59,428,86,29
California,06,Sacramento,067,2003,5,OTHER,Culex tarsalis,15,59,428,78,28
California,06,Sacramento,067,2003,5,OTHER,No Detection,15,59,428,0,18
California,06,San Joaquin,077,2003,5,CO2,Culex pipiens,8,16,16,27,8
California,06,San Joaquin,077,2003,5,CO2,Culex tarsalis,8,16,16,68,6
California,06,San Joaquin,077,2003,5,CO2,No Detection,8,16,16,0,6
California,06,Stanislaus,099,2003,5,NJLT,Culex pipiens,21,79,553,213,42
California,06,Stanislaus,099,2003,5,NJLT,Culex stigmatosoma,21,79,553,1,1
California,06,Stanislaus,099,2003,5,NJLT,Culex tarsalis,21,79,553,455,48
California,06,Stanislaus,099,2003,5,NJLT,No Detection,21,79,553,0,14
California,06,Sutter,101,2003,5,NJLT,Culex pipiens,25,97,673,88,34
California,06,Sutter,101,2003,5,NJLT,Culex stigmatosoma,25,97,673,14,8
California,06,Sutter,101,2003,5,NJLT,Culex tarsalis,25,97,673,639,73
California,06,Sutter,101,2003,5,NJLT,No Detection,25,97,673,0,11
California,06,Yolo,113,2003,5,GRAV,Culex pipiens,1,3,22,310,3
California,06,Yolo,113,2003,5,GRAV,Culex tarsalis,1,3,22,1,1
California,06,Yolo,113,2003,5,NJLT,Culex pipiens,14,54,392,34,16
California,06,Yolo,113,2003,5,NJLT,Culex stigmatosoma,14,54,392,17,11
California,06,Yolo,113,2003,5,NJLT,Culex tarsalis,14,54,392,105,27
California,06,Yolo,113,2003,5,NJLT,No Detection,14,54,392,0,13
California,06,Yolo,113,2003,5,OTHER,Culex pipiens,8,32,232,24,7
California,06,Yolo,113,2003,5,OTHER,Culex stigmatosoma,8,32,232,1,1
California,06,Yolo,113,2003,5,OTHER,Culex tarsalis,8,32,232,135,19
California,06,Yolo,113,2003,5,OTHER,No Detection,8,32,232,0,6
California,06,Yuba,115,2003,5,NJLT,Culex pipiens,13,56,392,108,28
California,06,Yuba,115,2003,5,NJLT,Culex stigmatosoma,13,56,392,14,8
California,06,Yuba,115,2003,5,NJLT,Culex tarsalis,13,56,392,743,43
California,06,Yuba,115,2003,5,NJLT,No Detection,13,56,392,0,7
California,06,Butte,007,2003,6,GRAV,Culex pipiens,6,10,70,1115,8
California,06,Butte,007,2003,6,GRAV,Culex stigmatosoma,6,10,70,2,1
California,06,Butte,007,2003,6,GRAV,Culex tarsalis,6,10,70,2,1
California,06,Butte,007,2003,6,GRAV,No Detection,6,10,70,0,2
California,06,Butte,007,2003,6,NJLT,Culex pipiens,25,94,658,258,39
California,06,Butte,007,2003,6,NJLT,Culex stigmatosoma,25,94,658,33,8
California,06,Butte,007,2003,6,NJLT,Culex tarsalis,25,94,658,914,76
California,06,Butte,007,2003,6,NJLT,No Detection,25,94,658,0,13
California,06,Glenn,021,2003,6,NJLT,Culex pipiens,1,4,28,5,2
California,06,Glenn,021,2003,6,NJLT,Culex stigmatosoma,1,4,28,1,1
California,06,Glenn,021,2003,6,NJLT,Culex tarsalis,1,4,28,8,4
California,06,Kern,029,2003,6,NJLT,Culex pipiens,20,76,529,140,32
California,06,Kern,029,2003,6,NJLT,Culex tarsalis,20,76,529,676,61
California,06,Kern,029,2003,6,NJLT,No Detection,20,76,529,0,8
California,06,Los Angeles,037,2003,6,CO2,Culex quinquefasciatus,87,235,235,6498,162
California,06,Los Angeles,037,2003,6,CO2,Culex stigmatosoma,87,235,235,82,23
California,06,Los Angeles,037,2003,6,CO2,Culex tarsalis,87,235,235,1227,67
California,06,Los Angeles,037,2003,6,CO2,No Detection,87,235,235,0,64
California,06,Los Angeles,037,2003,6,GRAV,Culex quinquefasciatus,79,93,93,2382,86
California,06,Los Angeles,037,2003,6,GRAV,Culex stigmatosoma,79,93,93,36,13
California,06,Los Angeles,037,2003,6,GRAV,Culex tarsalis,79,93,93,6,4
California,06,Los Angeles,037,2003,6,GRAV,No Detection,79,93,93,0,7
California,06,Los Angeles,037,2003,6,NJLT,Culex pipiens,13,49,344,422,44
California,06,Los Angeles,037,2003,6,NJLT,Culex stigmatosoma,13,49,344,297,36
California,06,Los Angeles,037,2003,6,NJLT,Culex tarsalis,13,49,344,326,42
California,06,Los Angeles,037,2003,6,NJLT,No Detection,13,49,344,0,3
California,06,Los Angeles,037,2003,6,OTHER,Culex quinquefasciatus,22,42,93,7446,39
California,06,Los Angeles,037,2003,6,OTHER,No Detection,22,42,93,0,3
California,06,Placer,061,2003,6,CO2,Culex pipiens,2,2,2,7,1
California,06,Placer,061,2003,6,CO2,No Detection,2,2,2,0,1
California,06,Riverside,065,2003,6,CO2,Culex quinquefasciatus,49,99,111,5667,71
California,06,Riverside,065,2003,6,CO2,Culex tarsalis,49,99,111,12907,93
California,06,Riverside,065,2003,6,CO2,No Detection,49,99,111,0,3
California,06,Riverside,065,2003,6,GRAV,Culex quinquefasciatus,6,23,23,502,45
California,06,Riverside,065,2003,6,GRAV,Culex tarsalis,6,23,23,5,5
California,06,Riverside,065,2003,6,GRAV,No Detection,6,23,23,0,1
California,06,Riverside,065,2003,6,NJLT,Culex pipiens,1,40,280,112,23
California,06,Riverside,065,2003,6,NJLT,Culex stigmatosoma,1,40,280,2,2
California,06,Riverside,065,2003,6,NJLT,Culex tarsalis,1,40,280,83,18
California,06,Riverside,065,2003,6,NJLT,No Detection,1,40,280,0,13
California,06,Sacramento,067,2003,6,CO2,Culex pipiens,2,2,2,27,2
California,06,Sacramento,067,2003,6,CO2,Culex tarsalis,2,2,2,337,2
California,06,Sacramento,067,2003,6,GRAV,Culex pipiens,10,47,319,4264,26
California,06,Sacramento,067,2003,6,GRAV,Culex stigmatosoma,10,47,319,2,2
California,06,Sacramento,067,2003,6,GRAV,Culex tarsalis,10,47,319,93,10
California,06,Sacramento,067,2003,6,GRAV,No Detection,10,47,319,0,20
California,06,Sacramento,067,2003,6,NJLT,Culex pipiens,23,109,740,2019,92
California,06,Sacramento,067,2003,6,NJLT,Culex stigmatosoma,23,109,740,77,26
California,06,Sacramento,067,2003,6,NJLT,Culex tarsalis,23,109,740,2047,98
California,06,Sacramento,067,2003,6,NJLT,No Detection,23,109,740,0,7
California,06,Sacramento,067,2003,6,OTHER,Culex pipiens,15,69,469,428,49
California,06,Sacramento,067,2003,6,OTHER,Culex stigmatosoma,15,69,469,8,7
California,06,Sacramento,067,2003,6,OTHER,Culex tarsalis,15,69,469,907,53
California,06,Sacramento,067,2003,6,OTHER,No Detection,15,69,469,0,7
California,06,San Joaquin,077,2003,6,CO2,Culex pipiens,1,1,1,2,1
California,06,Stanislaus,099,2003,6,NJLT,Culex pipiens,21,76,531,460,52
California,06,Stanislaus,099,2003,6,NJLT,Culex stigmatosoma,21,76,531,6,6
California,06,Stanislaus,099,2003,6,NJLT,Culex tarsalis,21,76,531,1479,52
California,06,Stanislaus,099,2003,6,NJLT,No Detection,21,76,531,0,12
California,06,Sutter,101,2003,6,NJLT,Culex pipiens,25,100,700,299,52
California,06,Sutter,101,2003,6,NJLT,Culex stigmatosoma,25,100,700,20,15
California,06,Sutter,101,2003,6,NJLT,Culex tarsalis,25,100,700,2962,85
California,06,Sutter,101,2003,6,NJLT,No Detection,25,100,700,0,5
California,06,Yolo,113,2003,6,GRAV,Culex pipiens,1,5,34,334,5
California,06,Yolo,113,2003,6,NJLT,Culex pipiens,14,70,476,199,43
California,06,Yolo,113,2003,6,NJLT,Culex stigmatosoma,14,70,476,62,24
California,06,Yolo,113,2003,6,NJLT,Culex tarsalis,14,70,476,4149,65
California,06,Yolo,113,2003,6,NJLT,No Detection,14,70,476,0,3
California,06,Yolo,113,2003,6,OTHER,Culex pipiens,8,33,224,25,11
California,06,Yolo,113,2003,6,OTHER,Culex stigmatosoma,8,33,224,1,1
California,06,Yolo,113,2003,6,OTHER,Culex tarsalis,8,33,224,1036,26
California,06,Yolo,113,2003,6,OTHER,No Detection,8,33,224,0,4
California,06,Yuba,115,2003,6,NJLT,Culex pipiens,14,59,410,540,37
California,06,Yuba,115,2003,6,NJLT,Culex stigmatosoma,14,59,410,11,7
California,06,Yuba,115,2003,6,NJLT,Culex tarsalis,14,59,410,1265,53
California,06,Yuba,115,2003,6,NJLT,No Detection,14,59,410,0,2
California,06,Butte,007,2003,7,NJLT,Culex pipiens,25,48,336,168,18
California,06,Butte,007,2003,7,NJLT,Culex stigmatosoma,25,48,336,127,7
California,06,Butte,007,2003,7,NJLT,Culex tarsalis,25,48,336,13408,44
California,06,Butte,007,2003,7,NJLT,No Detection,25,48,336,0,2
California,06,Glenn,021,2003,7,NJLT,Culex tarsalis,1,2,14,52,2
California,06,Kern,029,2003,7,CO2,Culex quinquefasciatus,21,21,21,5504,20
California,06,Kern,029,2003,7,CO2,Culex stigmatosoma,21,21,21,1,1
California,06,Kern,029,2003,7,CO2,Culex tarsalis,21,21,21,2177,19
California,06,Kern,029,2003,7,CO2,No Detection,21,21,21,0,1
California,06,Kern,029,2003,7,NJLT,Culex pipiens,20,92,644,234,45
California,06,Kern,029,2003,7,NJLT,Culex stigmatosoma,20,92,644,3,3
California,06,Kern,029,2003,7,NJLT,Culex tarsalis,20,92,644,515,76
California,06,Kern,029,2003,7,NJLT,No Detection,20,92,644,0,14
California,06,Los Angeles,037,2003,7,CO2,Culex quinquefasciatus,104,325,325,8176,253
California,06,Los Angeles,037,2003,7,CO2,Culex stigmatosoma,104,325,325,208,51
California,06,Los Angeles,037,2003,7,CO2,Culex tarsalis,104,325,325,1881,139
California,06,Los Angeles,037,2003,7,CO2,No Detection,104,325,325,0,60
California,06,Los Angeles,037,2003,7,GRAV,Culex quinquefasciatus,87,133,133,4484,124
California,06,Los Angeles,037,2003,7,GRAV,Culex stigmatosoma,87,133,133,55,23
California,06,Los Angeles,037,2003,7,GRAV,Culex tarsalis,87,133,133,29,5
California,06,Los Angeles,037,2003,7,GRAV,No Detection,87,133,133,0,9
California,06,Los Angeles,037,2003,7,NJLT,Culex pipiens,13,63,441,554,55
California,06,Los Angeles,037,2003,7,NJLT,Culex stigmatosoma,13,63,441,233,44
California,06,Los Angeles,037,2003,7,NJLT,Culex tarsalis,13,63,441,327,50
California,06,Los Angeles,037,2003,7,NJLT,No Detection,13,63,441,0,1
California,06,Los Angeles,037,2003,7,OTHER,Culex quinquefasciatus,25,37,62,2757,35
California,06,Los Angeles,037,2003,7,OTHER,Culex stigmatosoma,25,37,62,13,1
California,06,Los Angeles,037,2003,7,OTHER,No Detection,25,37,62,0,2
California,06,Placer,061,2003,7,CO2,Culex pipiens,8,15,15,8065,14
California,06,Placer,061,2003,7,CO2,Culex stigmatosoma,8,15,15,195,8
California,06,Placer,061,2003,7,CO2,Culex tarsalis,8,15,15,1634,14
California,06,Placer,061,2003,7,CO2,No Detection,8,15,15,0,1
California,06,Riverside,065,2003,7,CO2,Culex quinquefasciatus,49,141,156,1882,86
California,06,Riverside,065,2003,7,CO2,Culex tarsalis,49,141,156,3805,130
California,06,Riverside,065,2003,7,CO2,No Detection,49,141,156,0,10
California,06,Riverside,065,2003,7,GRAV,Culex quinquefasciatus,6,24,24,283,50
California,06,Riverside,065,2003,7,GRAV,Culex stigmatosoma,6,24,24,1,1
California,06,Riverside,065,2003,7,GRAV,Culex tarsalis,6,24,24,2,2
California,06,Riverside,065,2003,7,GRAV,No Detection,6,24,24,0,1
California,06,Riverside,065,2003,7,NJLT,Culex pipiens,1,40,280,101,14
California,06,Riverside,065,2003,7,NJLT,Culex stigmatosoma,1,40,280,4,4
California,06,Riverside,065,2003,7,NJLT,Culex tarsalis,1,40,280,76,11
California,06,Riverside,065,2003,7,NJLT,No Detection,1,40,280,0,20
California,06,Sacramento,067,2003,7,CO2,Culex pipiens,5,12,12,286,10
California,06,Sacramento,067,2003,7,CO2,Culex stigmatosoma,5,12,12,1,1
California,06,Sacramento,067,2003,7,CO2,Culex tarsalis,5,12,12,3178,12
