state,statefp,county,countyfp,year,month,trap_type,species,num_pools,num_mosquitoes,num_pools_wnv
California,06,Los Angeles,037,2003,8,GRAV,Culex pipiens,3,74,0
California,06,Los Angeles,037,2003,8,GRAV,Culex restuans,8,297,3
California,06,Los Angeles,037,2003,8,OTHER,Culex restuans,1,5,0
California,06,Merced,047,2003,8,CO2,Culex pipiens,1,50,1
California,06,Placer,061,2003,8,CO2,Culex pipiens,2,64,0
California,06,Placer,061,2003,8,CO2,Culex restuans,1,39,0
California,06,Placer,061,2003,8,CO2,Culex salinarius,4,183,1
California,06,Placer,061,2003,8,GRAV,Culex pipiens,1,4,0
California,06,Placer,061,2003,8,GRAV,Culex restuans,2,35,0
California,06,Riverside,065,2003,8,CO2,Culex pipiens,2,36,0
California,06,Riverside,065,2003,8,CO2,Culex quinquefasciatus,10,196,0
California,06,Riverside,065,2003,8,CO2,Culex restuans,1,7,0
California,06,Riverside,065,2003,8,CO2,Culex salinarius,8,261,0
California,06,Riverside,065,2003,8,CO2,Culex tarsalis,30,731,7
California,06,Riverside,065,2003,8,GRAV,Culex pipiens,3,68,1
California,06,Riverside,065,2003,8,GRAV,Culex quinquefasciatus,22,388,0
California,06,Riverside,065,2003,8,GRAV,Culex restuans,16,626,5
California,06,Riverside,065,2003,8,OTHER,Culex restuans,3,7,0
California,06,Sacramento,067,2003,8,CO2,Culex pipiens,4,202,0
California,06,Sacramento,067,2003,8,CO2,Culex restuans,1,22,0
California,06,Sacramento,067,2003,8,CO2,Culex salinarius,6,174,0
California,06,Sacramento,067,2003,8,GRAV,Culex pipiens,3,75,1
California,06,Sacramento,067,2003,8,GRAV,Culex restuans,4,170,3
California,06,Sacramento,067,2003,8,OTHER,Culex pipiens,2,2,0
California,06,Sacramento,067,2003,8,OTHER,Culex restuans,1,4,0
California,06,Sacramento,067,2003,8,OTHER,Culex salinarius,1,2,0
California,06,San Bernardino,071,2003,8,OTHER,Culex restuans,1,4,0
California,06,San Joaquin,077,2003,8,CO2,Culex pipiens,2,75,1
California,06,San Joaquin,077,2003,8,CO2,Culex restuans,1,48,1
California,06,San Joaquin,077,2003,8,CO2,Culex salinarius,7,313,0
California,06,San Joaquin,077,2003,8,GRAV,Culex pipiens,4,128,4
California,06,San Joaquin,077,2003,8,GRAV,Culex restuans,2,14,0
California,06,Stanislaus,099,2003,8,CO2,Culex salinarius,2,15,0
California,06,Stanislaus,099,2003,8,GRAV,Culex pipiens,1,16,0
California,06,Stanislaus,099,2003,8,GRAV,Culex restuans,1,17,0
California,06,Stanislaus,099,2003,8,OTHER,Culex restuans,1,5,0
California,06,Tulare,107,2003,8,BGS,Culex quinquefasciatus,2,53,0
California,06,Tulare,107,2003,8,GRAV,Culex quinquefasciatus,8,238,0
California,06,Tulare,107,2003,8,OTHER,Culex restuans,1,1,0
California,06,Fresno,019,2003,9,CO2,Culex pipiens,2,16,0
California,06,Fresno,019,2003,9,CO2,Culex salinarius,4,48,0
California,06,Fresno,019,2003,9,GRAV,Culex pipiens,13,272,4
California,06,Fresno,019,2003,9,GRAV,Culex restuans,6,56,2
California,06,Fresno,019,2003,9,GRAV,Culex salinarius,1,4,0
California,06,Fresno,019,2003,9,OTHER,Culex restuans,2,5,0
California,06,Fresno,019,2003,9,OTHER,Culex salinarius,1,1,0
California,06,Kern,029,2003,9,GRAV,Culex pipiens,2,56,0
California,06,Kern,029,2003,9,GRAV,Culex restuans,1,20,1
California,06,Kern,029,2003,9,OTHER,Culex restuans,4,10,0
California,06,Kern,029,2003,9,OTHER,Culex salinarius,1,1,0
California,06,Los Angeles,037,2003,9,CO2,Culex restuans,1,5,0
California,06,Los Angeles,037,2003,9,CO2,Culex salinarius,1,2,0
California,06,Los Angeles,037,2003,9,GRAV,Culex pipiens,7,268,1
California,06,Los Angeles,037,2003,9,GRAV,Culex restuans,3,98,0
California,06,Los Angeles,037,2003,9,OTHER,Culex restuans,1,3,1
California,06,Riverside,065,2003,9,CO2,Culex pipiens,3,42,0
California,06,Riverside,065,2003,9,CO2,Culex quinquefasciatus,6,93,0
California,06,Riverside,065,2003,9,CO2,Culex restuans,1,5,0
California,06,Riverside,065,2003,9,CO2,Culex salinarius,7,288,0
California,06,Riverside,065,2003,9,CO2,Culex tarsalis,77,2390,16
California,06,Riverside,065,2003,9,GRAV,Culex pipiens,11,340,3
California,06,Riverside,065,2003,9,GRAV,Culex quinquefasciatus,12,296,0
California,06,Riverside,065,2003,9,GRAV,Culex restuans,7,135,2
California,06,Riverside,065,2003,9,GRAV,Culex salinarius,2,5,0
California,06,Riverside,065,2003,9,GRAV,Culex tarsalis,1,2,0
California,06,Riverside,065,2003,9,OTHER,Culex restuans,3,7,0
California,06,Sacramento,067,2003,9,CO2,Culex pipiens,1,34,0
California,06,Sacramento,067,2003,9,CO2,Culex restuans,2,32,1
California,06,Sacramento,067,2003,9,CO2,Culex salinarius,1,13,0
California,06,Sacramento,067,2003,9,GRAV,Culex restuans,1,2,0
California,06,Sacramento,067,2003,9,GRAV,Culex salinarius,1,3,1
California,06,San Bernardino,071,2003,9,CO2,Culex salinarius,7,324,0
California,06,San Bernardino,071,2003,9,CO2,Culex tarsalis,1,1,0
California,06,San Bernardino,071,2003,9,GRAV,Culex pipiens,2,26,0
California,06,San Bernardino,071,2003,9,GRAV,Culex restuans,1,45,0
California,06,San Joaquin,077,2003,9,CO2,Culex salinarius,1,2,0
California,06,San Joaquin,077,2003,9,GRAV,Culex pipiens,5,180,2
California,06,San Joaquin,077,2003,9,GRAV,Culex restuans,1,32,1
California,06,Stanislaus,099,2003,9,CO2,Culex pipiens,1,6,0
California,06,Stanislaus,099,2003,9,CO2,Culex restuans,1,5,0
California,06,Stanislaus,099,2003,9,CO2,Culex salinarius,5,250,0
California,06,Stanislaus,099,2003,9,OTHER,Culex restuans,1,2,0
California,06,Fresno,019,2003,10,GRAV,Culex pipiens,13,157,0
California,06,Fresno,019,2003,10,GRAV,Culex restuans,17,105,0
California,06,Fresno,019,2003,10,OTHER,Culex salinarius,3,4,0
California,06,Kern,029,2003,10,CO2,Culex salinarius,11,550,0
California,06,Kern,029,2003,10,GRAV,Culex restuans,2,59,0
California,06,Kern,029,2003,10,GRAV,Culex salinarius,1,4,0
California,06,Kern,029,2003,10,OTHER,Culex pipiens,1,1,0
California,06,Kern,029,2003,10,OTHER,Culex salinarius,1,2,0
California,06,Los Angeles,037,2003,10,CO2,Culex pipiens,1,2,0
California,06,Los Angeles,037,2003,10,CO2,Culex salinarius,2,24,0
California,06,Los Angeles,037,2003,10,GRAV,Culex pipiens,2,8,0
California,06,Los Angeles,037,2003,10,GRAV,Culex restuans,1,1,0
California,06,Los Angeles,037,2003,10,OTHER,Culex pipiens,1,1,0
California,06,Riverside,065,2003,10,CO2,Culex pipiens,1,3,0
California,06,Riverside,065,2003,10,CO2,Culex quinquefasciatus,12,445,0
California,06,Riverside,065,2003,10,CO2,Culex tarsalis,111,4897,0
California,06,Riverside,065,2003,10,GRAV,Culex quinquefasciatus,26,538,0
California,06,Riverside,065,2003,10,GRAV,Culex restuans,2,3,0
California,06,Riverside,065,2003,10,OTHER,Culex pipiens,1,3,0
California,06,Riverside,065,2003,10,OTHER,Culex restuans,1,2,0
California,06,Sacramento,067,2003,10,CO2,Culex restuans,1,2,0
California,06,Sacramento,067,2003,10,CO2,Culex salinarius,2,8,0
California,06,Sacramento,067,2003,10,GRAV,Culex pipiens,1,1,0
California,06,Sacramento,067,2003,10,GRAV,Culex restuans,2,2,0
California,06,Sacramento,067,2003,10,OTHER,Culex pipiens,1,1,0
California,06,Sacramento,067,2003,10,OTHER,Culex restuans,1,4,0
California,06,San Bernardino,071,2003,10,CO2,Culex salinarius,1,2,0
California,06,San Bernardino,071,2003,10,GRAV,Culex pipiens,4,35,0
California,06,San Bernardino,071,2003,10,GRAV,Culex restuans,1,12,0
California,06,San Bernardino,071,2003,10,OTHER,Culex salinarius,1,1,0
California,06,Stanislaus,099,2003,10,GRAV,Culex restuans,1,1,0
California,06,Los Angeles,037,2003,11,CO2,Culex salinarius,1,1,0
California,06,Placer,061,2003,11,CO2,Culex salinarius,1,1,0
California,06,Riverside,065,2003,11,CO2,Culex pipiens,1,1,0
California,06,Riverside,065,2003,11,CO2,Culex quinquefasciatus,2,39,0
California,06,Riverside,065,2003,11,CO2,Culex tarsalis,34,1420,0
California,06,Sacramento,067,2003,11,CO2,Culex restuans,2,5,0
California,06,Sacramento,067,2003,11,CO2,Culex salinarius,2,12,0
California,06,Riverside,065,2003,12,CO2,Culex tarsalis,6,292,0
California,06,Fresno,019,2004,5,CO2,Culex pipiens,3,150,0
California,06,Fresno,019,2004,5,CO2,Culex salinarius,1,20,0
California,06,Fresno,019,2004,5,GRAV,Culex pipiens,1,24,0
California,06,Fresno,019,2004,5,GRAV,Culex restuans,1,37,0
California,06,Kern,029,2004,5,GRAV,Culex pipiens,2,15,0
California,06,Kern,029,2004,5,GRAV,Culex restuans,3,16,0
California,06,Los Angeles,037,2004,5,CO2,Culex pipiens,1,50,0
California,06,Merced,047,2004,5,CO2,Culex salinarius,2,32,0
California,06,Merced,047,2004,5,GRAV,Culex restuans,2,51,0
California,06,Placer,061,2004,5,GRAV,Culex pipiens,1,7,0
California,06,Placer,061,2004,5,GRAV,Culex restuans,1,9,0
California,06,Sacramento,067,2004,5,GRAV,Culex pipiens,1,1,0
California,06,Sacramento,067,2004,5,GRAV,Culex restuans,1,2,0
California,06,Fresno,019,2004,6,GRAV,Culex pipiens,20,219,0
California,06,Fresno,019,2004,6,GRAV,Culex restuans,24,202,1
California,06,Fresno,019,2004,6,GRAV,Culex salinarius,1,6,0
California,06,Fresno,019,2004,6,OTHER,Culex restuans,1,8,0
California,06,Fresno,019,2004,6,OTHER,Culex salinarius,1,5,0
California,06,Kern,029,2004,6,CO2,Culex salinarius,2,4,0
California,06,Kern,029,2004,6,GRAV,Culex pipiens,1,7,0
California,06,Kern,029,2004,6,GRAV,Culex restuans,5,71,0
California,06,Los Angeles,037,2004,6,CO2,Culex salinarius,1,14,0
California,06,Los Angeles,037,2004,6,GRAV,Culex pipiens,1,31,0
California,06,Los Angeles,037,2004,6,GRAV,Culex restuans,2,105,0
California,06,Los Angeles,037,2004,6,OTHER,Culex restuans,1,1,0
California,06,Placer,061,2004,6,CO2,Culex salinarius,1,2,0
California,06,Placer,061,2004,6,GRAV,Culex pipiens,1,35,0
California,06,Riverside,065,2004,6,CO2,Culex restuans,1,10,0
California,06,Riverside,065,2004,6,CO2,Culex salinarius,3,14,0
California,06,Riverside,065,2004,6,GRAV,Culex pipiens,9,91,0
California,06,Riverside,065,2004,6,GRAV,Culex restuans,11,293,0
California,06,Riverside,065,2004,6,GRAV,Culex salinarius,2,13,0
California,06,Sacramento,067,2004,6,CO2,Culex salinarius,1,13,0
California,06,Sacramento,067,2004,6,GRAV,Culex pipiens,2,13,0
California,06,Sacramento,067,2004,6,GRAV,Culex restuans,3,36,0
California,06,Tulare,107,2004,6,CO2,Culex restuans,1,1,0
California,06,Fresno,019,2004,7,CO2,Culex pipiens,2,33,0
California,06,Fresno,019,2004,7,CO2,Culex salinarius,7,160,0
California,06,Fresno,019,2004,7,GRAV,Culex pipiens,24,421,0
California,06,Fresno,019,2004,7,GRAV,Culex restuans,12,105,0
California,06,Fresno,019,2004,7,GRAV,Culex salinarius,2,8,0
California,06,Fresno,019,2004,7,OTHER,Culex restuans,1,1,0
California,06,Fresno,019,2004,7,OTHER,Culex salinarius,2,6,0
California,06,Kern,029,2004,7,CO2,Culex pipiens,1,30,0
California,06,Kern,029,2004,7,CO2,Culex salinarius,3,84,0
California,06,Kern,029,2004,7,GRAV,Culex pipiens,6,198,2
California,06,Kern,029,2004,7,GRAV,Culex restuans,2,51,0
California,06,Los Angeles,037,2004,7,CO2,Culex pipiens,1,4,0
California,06,Los Angeles,037,2004,7,CO2,Culex quinquefasciatus,25,531,1
California,06,Los Angeles,037,2004,7,CO2,Culex restuans,2,26,0
California,06,Los Angeles,037,2004,7,CO2,Culex salinarius,4,49,0
California,06,Los Angeles,037,2004,7,CO2,Culex tarsalis,79,2489,20
California,06,Los Angeles,037,2004,7,GRAV,Culex pipiens,1,12,0
California,06,Los Angeles,037,2004,7,GRAV,Culex quinquefasciatus,18,563,0
California,06,Los Angeles,037,2004,7,GRAV,Culex restuans,1,5,0
California,06,Los Angeles,037,2004,7,GRAV,Culex salinarius,3,10,0
California,06,Los Angeles,037,2004,7,GRAV,Culex tarsalis,1,3,0
California,06,Los Angeles,037,2004,7,OTHER,Culex restuans,1,2,0
California,06,Merced,047,2004,7,CO2,Culex salinarius,2,100,0
California,06,Riverside,065,2004,7,CO2,Culex salinarius,2,56,0
California,06,Riverside,065,2004,7,GRAV,Culex pipiens,6,228,2
California,06,Riverside,065,2004,7,GRAV,Culex restuans,7,108,0
California,06,Riverside,065,2004,7,GRAV,Culex salinarius,1,1,0
California,06,Sacramento,067,2004,7,CO2,Culex pipiens,1,25,0
California,06,Sacramento,067,2004,7,CO2,Culex salinarius,6,165,0
California,06,Sacramento,067,2004,7,GRAV,Culex pipiens,2,49,0
California,06,Sacramento,067,2004,7,GRAV,Culex restuans,3,34,0
California,06,Tulare,107,2004,7,CO2,Culex pipiens,2,3,0
California,06,Tulare,107,2004,7,CO2,Culex salinarius,6,34,0
California,06,Tulare,107,2004,7,GRAV,Culex pipiens,9,203,1
California,06,Tulare,107,2004,7,GRAV,Culex restuans,11,165,0
California,06,Fresno,019,2004,8,CO2,Culex salinarius,7,326,0
California,06,Fresno,019,2004,8,GRAV,Culex pipiens,38,921,7
California,06,Fresno,019,2004,8,GRAV,Culex restuans,21,238,1
California,06,Fresno,019,2004,8,GRAV,Culex salinarius,7,35,0
California,06,Fresno,019,2004,8,OTHER,Culex pipiens,1,1,0
California,06,Fresno,019,2004,8,OTHER,Culex restuans,3,14,0
California,06,Fresno,019,2004,8,OTHER,Culex salinarius,3,13,0
California,06,Los Angeles,037,2004,8,CO2,Culex pipiens,2,2,0
California,06,Los Angeles,037,2004,8,CO2,Culex salinarius,9,399,0
California,06,Los Angeles,037,2004,8,GRAV,Culex pipiens,4,157,0
California,06,Los Angeles,037,2004,8,GRAV,Culex restuans,4,126,1
California,06,Merced,047,2004,8,GRAV,Culex pipiens,1,50,0
California,06,Merced,047,2004,8,GRAV,Culex restuans,1,9,0
California,06,Orange,059,2004,8,OTHER,Culex pipiens,1,1,0
California,06,Orange,059,2004,8,OTHER,Culex restuans,1,1,0
California,06,Placer,061,2004,8,CO2,Culex salinarius,2,21,0
California,06,Placer,061,2004,8,GRAV,Culex pipiens,4,131,1
California,06,Placer,061,2004,8,GRAV,Culex restuans,1,7,0
California,06,Riverside,065,2004,8,CO2,Culex pipiens,3,49,1
California,06,Riverside,065,2004,8,CO2,Culex salinarius,21,1035,0
California,06,Riverside,065,2004,8,GRAV,Culex pipiens,10,529,5
California,06,Riverside,065,2004,8,GRAV,Culex restuans,7,225,0
California,06,Riverside,065,2004,8,GRAV,Culex salinarius,1,33,1
California,06,Sacramento,067,2004,8,CO2,Culex salinarius,5,231,0
California,06,Sacramento,067,2004,8,GRAV,Culex pipiens,2,85,1
California,06,Sacramento,067,2004,8,GRAV,Culex restuans,6,73,0
California,06,Sacramento,067,2004,8,OTHER,Culex pipiens,1,1,0
California,06,Sacramento,067,2004,8,OTHER,Culex restuans,2,4,0
California,06,Stanislaus,099,2004,8,CO2,Culex pipiens,2,91,0
California,06,Stanislaus,099,2004,8,CO2,Culex salinarius,2,34,0
California,06,Stanislaus,099,2004,8,GRAV,Culex pipiens,3,225,0
California,06,Stanislaus,099,2004,8,GRAV,Culex restuans,2,11,0
California,06,Tulare,107,2004,8,CO2,Culex pipiens,1,4,0
California,06,Tulare,107,2004,8,CO2,Culex restuans,1,59,0
California,06,Tulare,107,2004,8,CO2,Culex salinarius,7,249,0
California,06,Tulare,107,2004,8,GRAV,Culex pipiens,9,267,1
California,06,Tulare,107,2004,8,GRAV,Culex restuans,10,183,0
California,06,Tulare,107,2004,8,GRAV,Culex salinarius,1,13,0
California,06,Tulare,107,2004,8,OTHER,Culex pipiens,1,9,0
California,06,Fresno,019,2004,9,CO2,Culex restuans,1,75,0
California,06,Fresno,019,2004,9,CO2,Culex salinarius,3,125,0
California,06,Fresno,019,2004,9,GRAV,Culex pipiens,42,997,4
California,06,Fresno,019,2004,9,GRAV,Culex restuans,15,225,0
California,06,Fresno,019,2004,9,OTHER,Culex pipiens,4,4,0
California,06,Fresno,019,2004,9,OTHER,Culex restuans,4,26,0
California,06,Fresno,019,2004,9,OTHER,Culex salinarius,1,63,0
California,06,Kern,029,2004,9,CO2,Culex salinarius,1,20,0
California,06,Los Angeles,037,2004,9,CO2,Culex restuans,1,18,0
California,06,Los Angeles,037,2004,9,CO2,Culex salinarius,3,52,0
California,06,Los Angeles,037,2004,9,GRAV,Culex pipiens,3,179,2
California,06,Los Angeles,037,2004,9,GRAV,Culex restuans,2,77,0
California,06,Orange,059,2004,9,CO2,Culex salinarius,3,30,0
California,06,Orange,059,2004,9,GRAV,Culex pipiens,3,56,0
California,06,Orange,059,2004,9,GRAV,Culex restuans,4,80,0
California,06,Orange,059,2004,9,GRAV,Culex salinarius,1,1,0
California,06,Placer,061,2004,9,CO2,Culex salinarius,5,311,0
California,06,Placer,061,2004,9,GRAV,Culex restuans,1,10,0
California,06,Riverside,065,2004,9,CO2,Culex pipiens,1,12,0
California,06,Riverside,065,2004,9,CO2,Culex salinarius,4,140,0
California,06,Riverside,065,2004,9,GRAV,Culex pipiens,6,282,2
California,06,Riverside,065,2004,9,GRAV,Culex restuans,4,26,0
California,06,Riverside,065,2004,9,GRAV,Culex salinarius,2,8,0
California,06,Riverside,065,2004,9,OTHER,Culex pipiens,1,2,0
California,06,Riverside,065,2004,9,OTHER,Culex restuans,1,2,0
California,06,Riverside,065,2004,9,OTHER,Culex salinarius,1,1,0
California,06,Sacramento,067,2004,9,CO2,Culex salinarius,1,75,0
California,06,Sacramento,067,2004,9,GRAV,Culex pipiens,3,79,1
California,06,Sacramento,067,2004,9,GRAV,Culex restuans,1,4,0
California,06,Sacramento,067,2004,9,OTHER,Culex pipiens,2,4,0
California,06,Sacramento,067,2004,9,OTHER,Culex restuans,3,10,0
California,06,San Joaquin,077,2004,9,CO2,Culex salinarius,1,4,0
California,06,San Joaquin,077,2004,9,GRAV,Culex restuans,1,37,0
California,06,Stanislaus,099,2004,9,OTHER,Culex restuans,1,3,0
California,06,Tulare,107,2004,9,CO2,Culex salinarius,2,28,0
California,06,Tulare,107,2004,9,GRAV,Culex pipiens,2,8,0
California,06,Tulare,107,2004,9,GRAV,Culex restuans,1,10,0
California,06,Tulare,107,2004,9,OTHER,Culex pipiens,2,2,0
California,06,Tulare,107,2004,9,OTHER,Culex restuans,2,5,0
California,06,Fresno,019,2004,10,CO2,Culex pipiens,1,20,1
California,06,Fresno,019,2004,10,GRAV,Culex pipiens,12,83,0
California,06,Fresno,019,2004,10,GRAV,Culex restuans,15,111,0
California,06,Fresno,019,2004,10,OTHER,Culex restuans,2,3,0
California,06,Kern,029,2004,10,CO2,Culex salinarius,1,75,0
California,06,Kern,029,2004,10,OTHER,Culex pipiens,1,2,0
California,06,Kern,029,2004,10,OTHER,Culex restuans,1,1,0
California,06,Los Angeles,037,2004,10,CO2,Culex salinarius,1,3,0
California,06,Los Angeles,037,2004,10,GRAV,Culex pipiens,1,2,0
California,06,Los Angeles,037,2004,10,GRAV,Culex restuans,1,13,0
California,06,Los Angeles,037,2004,10,GRAV,Culex salinarius,1,1,0
California,06,Orange,059,2004,10,CO2,Culex restuans,1,1,0
California,06,Orange,059,2004,10,CO2,Culex salinarius,1,1,0
California,06,Orange,059,2004,10,GRAV,Culex pipiens,1,3,0
California,06,Orange,059,2004,10,GRAV,Culex restuans,1,9,0
California,06,Orange,059,2004,10,GRAV,Culex salinarius,2,8,0
California,06,Riverside,065,2004,10,CO2,Culex salinarius,1,1,0
California,06,Riverside,065,2004,10,GRAV,Culex pipiens,4,67,0
California,06,Riverside,065,2004,10,GRAV,Culex restuans,1,4,0
California,06,Sacramento,067,2004,10,CO2,Culex salinarius,1,1,0
California,06,Sacramento,067,2004,10,GRAV,Culex pipiens,2,8,0
California,06,San Joaquin,077,2005,4,GRAV,Culex salinarius,3,131,0
California,06,Tulare,107,2005,4,GRAV,Culex salinarius,2,100,0
