state,statefp,county,countyfp,year,month,num_reported_deadbirds,num_tested_deadbirds,num_positive_dead_birds
California,06,Orange,059,2007,7,57,0,0
California,06,Placer,061,2007,7,56,22,4
California,06,Riverside,065,2007,7,7,3,0
California,06,Sacramento,067,2007,7,191,68,33
California,06,San Bernardino,071,2007,7,25,19,1
California,06,San Joaquin,077,2007,7,47,29,20
California,06,Solano,095,2007,7,7,3,0
California,06,Stanislaus,099,2007,7,69,49,40
California,06,Tulare,107,2007,7,23,19,5
California,06,Fresno,019,2007,8,67,40,21
California,06,Kern,029,2007,8,88,58,18
California,06,Los Angeles,037,2007,8,185,146,76
California,06,Merced,047,2007,8,21,11,5
California,06,Orange,059,2007,8,34,34,0
California,06,Placer,061,2007,8,42,15,8
California,06,Riverside,065,2007,8,20,5,2
California,06,Sacramento,067,2007,8,187,84,52
California,06,San Bernardino,071,2007,8,57,35,10
California,06,San Joaquin,077,2007,8,24,15,9
California,06,Solano,095,2007,8,8,3,0
California,06,Stanislaus,099,2007,8,61,43,33
California,06,Tulare,107,2007,8,32,30,10
California,06,Fresno,019,2007,9,40,29,14
California,06,Kern,029,2007,9,58,42,16
California,06,Los Angeles,037,2007,9,146,115,63
California,06,Merced,047,2007,9,17,9,6
California,06,Orange,059,2007,9,32,32,16
California,06,Placer,061,2007,9,15,8,4
California,06,Riverside,065,2007,9,11,6,3
California,06,Sacramento,067,2007,9,92,57,42
California,06,San Bernardino,071,2007,9,36,21,12
California,06,San Joaquin,077,2007,9,16,13,10
California,06,Solano,095,2007,9,10,7,2
California,06,Stanislaus,099,2007,9,29,23,16
California,06,Tulare,107,2007,9,31,29,16
California,06,Fresno,019,2007,10,18,14,2
California,06,Kern,029,2007,10,39,28,1
California,06,Los Angeles,037,2007,10,83,74,7
California,06,Merced,047,2007,10,11,9,1
California,06,Orange,059,2007,10,21,21,7
California,06,Placer,061,2007,10,16,6,0
California,06,Riverside,065,2007,10,2,2,0
California,06,Sacramento,067,2007,10,40,32,10
California,06,San Bernardino,071,2007,10,11,9,0
California,06,San Joaquin,077,2007,10,7,6,5
California,06,Stanislaus,099,2007,10,14,12,3
California,06,Tulare,107,2007,10,20,19,5
California,06,Fresno,019,2007,11,5,4,1
California,06,Kern,029,2007,11,24,22,0
California,06,Los Angeles,037,2007,11,40,34,5
California,06,Merced,047,2007,11,5,4,0
California,06,Orange,059,2007,11,28,27,9
California,06,Placer,061,2007,11,6,4,0
California,06,Riverside,065,2007,11,8,4,0
California,06,Sacramento,067,2007,11,25,18,0
California,06,San Bernardino,071,2007,11,7,6,0
California,06,San Joaquin,077,2007,11,2,2,0
California,06,Solano,095,2007,11,3,3,0
California,06,Stanislaus,099,2007,11,15,11,0
California,06,Tulare,107,2007,11,7,5,1
California,06,Fresno,019,2007,12,8,8,0
California,06,Kern,029,2007,12,9,9,0
California,06,Los Angeles,037,2007,12,33,27,2
California,06,Merced,047,2007,12,3,2,0
California,06,Orange,059,2007,12,17,17,2
California,06,Placer,061,2007,12,13,5,0
California,06,Riverside,065,2007,12,6,4,0
California,06,Sacramento,067,2007,12,20,12,0
California,06,San Bernardino,071,2007,12,7,5,0
California,06,San Joaquin,077,2007,12,10,10,0
California,06,Stanislaus,099,2007,12,6,6,0
California,06,Tulare,107,2007,12,6,5,0
California,06,Fresno,019,2008,1,5,4,0
California,06,Kern,029,2008,1,4,3,0
California,06,Los Angeles,037,2008,1,22,15,0
California,06,Merced,047,2008,1,1,1,0
California,06,Orange,059,2008,1,17,17,0
California,06,Riverside,065,2008,1,8,6,0
California,06,Sacramento,067,2008,1,9,8,0
California,06,San Bernardino,071,2008,1,5,5,0
California,06,San Joaquin,077,2008,1,3,2,0
California,06,Tulare,107,2008,1,4,2,0
California,06,Los Angeles,037,2008,2,7,4,0
California,06,Orange,059,2008,2,12,12,0
California,06,San Joaquin,077,2008,2,5,3,0
California,06,Tulare,107,2008,2,1,1,0
California,06,Fresno,019,2008,3,18,14,0
California,06,Kern,029,2008,3,26,21,1
California,06,Los Angeles,037,2008,3,29,23,1
California,06,Merced,047,2008,3,6,3,0
California,06,Orange,059,2008,3,15,15,0
California,06,Placer,061,2008,3,10,2,0
California,06,Riverside,065,2008,3,3,1,0
California,06,Sacramento,067,2008,3,48,34,1
California,06,San Bernardino,071,2008,3,7,5,0
California,06,San Joaquin,077,2008,3,10,8,0
California,06,Solano,095,2008,3,1,0,0
California,06,Stanislaus,099,2008,3,13,10,0
California,06,Tulare,107,2008,3,6,6,0
California,06,Fresno,019,2008,4,19,14,0
California,06,Kern,029,2008,4,81,53,0
California,06,Los Angeles,037,2008,4,35,29,1
California,06,Merced,047,2008,4,7,2,0
California,06,Orange,059,2008,4,19,19,2
California,06,Placer,061,2008,4,9,6,0
California,06,Riverside,065,2008,4,8,4,0
California,06,Sacramento,067,2008,4,42,26,0
California,06,San Bernardino,071,2008,4,19,12,0
California,06,San Joaquin,077,2008,4,16,13,0
California,06,Solano,095,2008,4,2,0,0
California,06,Stanislaus,099,2008,4,21,12,0
California,06,Tulare,107,2008,4,9,6,0
California,06,Fresno,019,2008,5,33,26,0
California,06,Kern,029,2008,5,51,37,0
California,06,Los Angeles,037,2008,5,93,63,9
California,06,Merced,047,2008,5,11,7,0
California,06,Orange,059,2008,5,89,89,40
California,06,Placer,061,2008,5,9,1,0
California,06,Riverside,065,2008,5,34,17,1
California,06,Sacramento,067,2008,5,66,45,2
California,06,San Bernardino,071,2008,5,33,30,5
California,06,San Joaquin,077,2008,5,19,18,1
California,06,Solano,095,2008,5,6,5,0
California,06,Stanislaus,099,2008,5,27,16,1
California,06,Tulare,107,2008,5,63,55,13
California,06,Fresno,019,2008,6,37,27,3
California,06,Kern,029,2008,6,66,45,2
California,06,Los Angeles,037,2008,6,148,123,35
California,06,Merced,047,2008,6,7,3,0
California,06,Orange,059,2008,6,156,153,78
California,06,Placer,061,2008,6,7,0,0
California,06,Riverside,065,2008,6,29,15,4
California,06,Sacramento,067,2008,6,134,94,13
California,06,San Bernardino,071,2008,6,51,39,5
California,06,San Joaquin,077,2008,6,72,64,19
California,06,Solano,095,2008,6,6,3,2
California,06,Stanislaus,099,2008,6,51,31,7
California,06,Tulare,107,2008,6,47,42,19
California,06,Fresno,019,2008,7,33,24,6
California,06,Kern,029,2008,7,31,17,3
California,06,Los Angeles,037,2008,7,218,163,112
California,06,Merced,047,2008,7,7,3,1
California,06,Orange,059,2008,7,238,197,187
California,06,Placer,061,2008,7,11,3,2
California,06,Riverside,065,2008,7,34,19,13
California,06,Sacramento,067,2008,7,120,95,46
California,06,San Bernardino,071,2008,7,108,84,48
California,06,San Joaquin,077,2008,7,72,58,34
California,06,Solano,095,2008,7,13,8,4
California,06,Stanislaus,099,2008,7,35,24,15
California,06,Tulare,107,2008,7,53,47,37
California,06,Fresno,019,2008,8,21,19,7
California,06,Kern,029,2008,8,16,9,2
California,06,Los Angeles,037,2008,8,310,221,164
California,06,Merced,047,2008,8,4,3,1
California,06,Orange,059,2008,8,276,241,212
California,06,Placer,061,2008,8,7,3,1
California,06,Riverside,065,2008,8,57,22,18
California,06,Sacramento,067,2008,8,80,62,35
California,06,San Bernardino,071,2008,8,117,102,81
California,06,San Joaquin,077,2008,8,18,13,7
California,06,Solano,095,2008,8,6,1,1
California,06,Stanislaus,099,2008,8,23,14,9
California,06,Tulare,107,2008,8,13,10,2
California,06,Fresno,019,2008,9,35,24,19
California,06,Kern,029,2008,9,10,5,2
California,06,Los Angeles,037,2008,9,233,179,118
California,06,Merced,047,2008,9,7,7,3
California,06,Orange,059,2008,9,124,124,83
California,06,Placer,061,2008,9,3,2,0
California,06,Riverside,065,2008,9,13,4,3
California,06,Sacramento,067,2008,9,54,35,29
California,06,San Bernardino,071,2008,9,52,43,30
California,06,San Joaquin,077,2008,9,20,15,8
California,06,Solano,095,2008,9,4,2,0
California,06,Stanislaus,099,2008,9,26,19,13
California,06,Tulare,107,2008,9,8,6,4
California,06,Fresno,019,2008,10,24,21,9
California,06,Kern,029,2008,10,6,4,0
California,06,Los Angeles,037,2008,10,103,82,40
California,06,Merced,047,2008,10,8,3,0
California,06,Orange,059,2008,10,50,47,20
California,06,Placer,061,2008,10,2,1,1
California,06,Riverside,065,2008,10,5,1,0
California,06,Sacramento,067,2008,10,32,21,4
California,06,San Bernardino,071,2008,10,21,14,7
California,06,San Joaquin,077,2008,10,10,9,0
California,06,Solano,095,2008,10,2,1,0
California,06,Stanislaus,099,2008,10,12,3,0
California,06,Tulare,107,2008,10,6,6,1
California,06,Fresno,019,2008,11,2,2,0
California,06,Los Angeles,037,2008,11,22,18,1
California,06,Orange,059,2008,11,37,36,10
California,06,Riverside,065,2008,11,1,1,0
California,06,San Bernardino,071,2008,11,3,0,0
California,06,Los Angeles,037,2008,12,6,5,0
California,06,Orange,059,2008,12,9,7,0
California,06,San Bernardino,071,2008,12,1,1,0
California,06,Tulare,107,2008,12,1,1,0
California,06,Los Angeles,037,2009,1,8,8,0
California,06,Orange,059,2009,1,23,20,0
California,06,Stanislaus,099,2009,1,1,1,0
California,06,Los Angeles,037,2009,2,4,3,0
California,06,Orange,059,2009,2,17,17,1
California,06,Sacramento,067,2009,2,1,1,0
California,06,San Bernardino,071,2009,2,2,2,0
California,06,Fresno,019,2009,3,10,9,1
California,06,Kern,029,2009,3,1,1,0
California,06,Los Angeles,037,2009,3,19,17,0
California,06,Merced,047,2009,3,1,0,0
California,06,Orange,059,2009,3,36,36,1
California,06,Placer,061,2009,3,5,2,0
California,06,Sacramento,067,2009,3,15,9,0
California,06,San Bernardino,071,2009,3,9,7,0
California,06,San Joaquin,077,2009,3,1,1,0
California,06,Stanislaus,099,2009,3,2,1,0
California,06,Tulare,107,2009,3,5,4,0
California,06,Fresno,019,2009,4,44,30,1
California,06,Kern,029,2009,4,14,11,0
California,06,Los Angeles,037,2009,4,40,29,1
California,06,Merced,047,2009,4,2,1,0
California,06,Orange,059,2009,4,35,35,0
California,06,Placer,061,2009,4,12,9,0
California,06,Riverside,065,2009,4,11,5,0
California,06,Sacramento,067,2009,4,34,22,0
California,06,San Bernardino,071,2009,4,11,11,0
California,06,San Joaquin,077,2009,4,12,10,0
California,06,Solano,095,2009,4,2,1,0
California,06,Stanislaus,099,2009,4,5,3,0
California,06,Tulare,107,2009,4,22,18,0
California,06,Fresno,019,2009,5,48,34,11
California,06,Kern,029,2009,5,27,17,1
California,06,Los Angeles,037,2009,5,61,39,2
California,06,Merced,047,2009,5,7,3,0
California,06,Orange,059,2009,5,47,47,2
California,06,Placer,061,2009,5,15,7,0
California,06,Riverside,065,2009,5,4,3,0
California,06,Sacramento,067,2009,5,37,27,0
California,06,San Bernardino,071,2009,5,17,15,0
California,06,San Joaquin,077,2009,5,31,28,1
California,06,Solano,095,2009,5,2,0,0
California,06,Stanislaus,099,2009,5,23,17,0
California,06,Tulare,107,2009,5,8,7,0
California,06,Fresno,019,2009,6,53,42,21
California,06,Kern,029,2009,6,43,27,11
California,06,Los Angeles,037,2009,6,121,94,18
California,06,Merced,047,2009,6,9,3,1
California,06,Orange,059,2009,6,58,57,1
California,06,Placer,061,2009,6,12,9,0
California,06,Riverside,065,2009,6,11,4,1
California,06,Sacramento,067,2009,6,64,47,5
California,06,San Bernardino,071,2009,6,22,18,3
California,06,San Joaquin,077,2009,6,39,24,1
California,06,Solano,095,2009,6,3,0,0
California,06,Stanislaus,099,2009,6,31,17,2
California,06,Tulare,107,2009,6,20,16,1
California,06,Fresno,019,2009,7,31,25,14
California,06,Kern,029,2009,7,27,17,12
California,06,Los Angeles,037,2009,7,78,56,21
California,06,Merced,047,2009,7,10,6,1
California,06,Orange,059,2009,7,36,32,2
California,06,Placer,061,2009,7,15,10,3
California,06,Riverside,065,2009,7,8,2,0
California,06,Sacramento,067,2009,7,49,35,5
California,06,San Bernardino,071,2009,7,27,20,4
California,06,San Joaquin,077,2009,7,37,26,12
California,06,Solano,095,2009,7,2,1,1
California,06,Stanislaus,099,2009,7,22,18,9
California,06,Tulare,107,2009,7,23,18,11
California,06,Fresno,019,2009,8,15,10,10
California,06,Kern,029,2009,8,8,7,3
California,06,Los Angeles,037,2009,8,87,54,15
California,06,Merced,047,2009,8,7,4,2
California,06,Orange,059,2009,8,45,44,0
California,06,Placer,061,2009,8,10,9,1
California,06,Riverside,065,2009,8,2,1,0
California,06,Sacramento,067,2009,8,37,25,7
California,06,San Bernardino,071,2009,8,24,19,4
California,06,San Joaquin,077,2009,8,24,19,7
California,06,Solano,095,2009,8,4,1,1
California,06,Stanislaus,099,2009,8,23,18,12
California,06,Tulare,107,2009,8,21,15,10
California,06,Fresno,019,2009,9,7,4,1
California,06,Kern,029,2009,9,6,4,0
California,06,Los Angeles,037,2009,9,73,48,15
California,06,Merced,047,2009,9,9,7,4
California,06,Orange,059,2009,9,28,26,1
California,06,Placer,061,2009,9,6,2,0
California,06,Riverside,065,2009,9,7,2,1
California,06,Sacramento,067,2009,9,28,22,7
California,06,San Bernardino,071,2009,9,19,14,6
California,06,San Joaquin,077,2009,9,3,3,1
California,06,Solano,095,2009,9,1,1,1
California,06,Stanislaus,099,2009,9,12,7,4
California,06,Tulare,107,2009,9,4,4,3
California,06,Fresno,019,2009,10,2,1,0
California,06,Kern,029,2009,10,2,2,1
California,06,Los Angeles,037,2009,10,27,23,8
California,06,Merced,047,2009,10,2,1,1
California,06,Orange,059,2009,10,13,13,2
California,06,Placer,061,2009,10,2,1,0
California,06,Sacramento,067,2009,10,17,16,4
California,06,San Bernardino,071,2009,10,5,2,0
California,06,San Joaquin,077,2009,10,1,1,1
California,06,Solano,095,2009,10,3,3,0
California,06,Stanislaus,099,2009,10,2,2,1
California,06,Los Angeles,037,2009,11,11,7,2
California,06,Orange,059,2009,11,14,13,0
California,06,Placer,061,2009,11,1,0,0
California,06,Sacramento,067,2009,11,11,9,0
California,06,Los Angeles,037,2009,12,3,2,0
California,06,Orange,059,2009,12,13,13,0
California,06,Sacramento,067,2009,12,7,0,0
California,06,Los Angeles,037,2010,1,10,3,0
California,06,Orange,059,2010,1,9,9,0
California,06,Sacramento,067,2010,1,5,4,0
California,06,San Bernardino,071,2010,1,2,2,0
California,06,Los Angeles,037,2010,2,12,10,1
California,06,Orange,059,2010,2,5,5,0
California,06,Sacramento,067,2010,2,10,9,0
California,06,Fresno,019,2010,3,3,2,0
California,06,Kern,029,2010,3,2,1,0
California,06,Los Angeles,037,2010,3,30,17,1
California,06,Merced,047,2010,3,3,3,0
California,06,Orange,059,2010,3,10,10,0
California,06,Placer,061,2010,3,1,1,0
California,06,Sacramento,067,2010,3,13,13,0
California,06,San Bernardino,071,2010,3,7,5,0
California,06,San Joaquin,077,2010,3,2,2,0
California,06,Stanislaus,099,2010,3,1,1,0
California,06,Tulare,107,2010,3,1,1,0
California,06,Fresno,019,2010,4,4,2,0
California,06,Kern,029,2010,4,8,4,0
California,06,Los Angeles,037,2010,4,33,24,0
California,06,Merced,047,2010,4,4,2,0
California,06,Orange,059,2010,4,14,14,0
California,06,Placer,061,2010,4,5,4,0
California,06,Riverside,065,2010,4,7,0,0
California,06,Sacramento,067,2010,4,10,9,0
California,06,San Bernardino,071,2010,4,12,12,0
California,06,San Joaquin,077,2010,4,8,6,0
California,06,Solano,095,2010,4,3,1,0
California,06,Stanislaus,099,2010,4,6,6,0
California,06,Tulare,107,2010,4,3,3,0
California,06,Fresno,019,2010,5,17,9,0
California,06,Kern,029,2010,5,9,7,0
California,06,Los Angeles,037,2010,5,51,38,1
California,06,Merced,047,2010,5,3,2,0
California,06,Orange,059,2010,5,53,49,1
California,06,Placer,061,2010,5,15,13,0
California,06,Riverside,065,2010,5,3,1,0
California,06,Sacramento,067,2010,5,23,19,0
California,06,San Bernardino,071,2010,5,24,17,0
California,06,San Joaquin,077,2010,5,30,25,0
California,06,Solano,095,2010,5,2,0,0
California,06,Stanislaus,099,2010,5,15,14,0
California,06,Fresno,019,2010,6,18,10,1
California,06,Kern,029,2010,6,5,2,0
California,06,Los Angeles,037,2010,6,46,35,4
California,06,Merced,047,2010,6,23,15,3
California,06,Orange,059,2010,6,40,38,1
California,06,Placer,061,2010,6,11,9,1
California,06,Riverside,065,2010,6,9,2,0
California,06,Sacramento,067,2010,6,48,37,6
California,06,San Bernardino,071,2010,6,32,27,1
California,06,San Joaquin,077,2010,6,23,13,0
California,06,Stanislaus,099,2010,6,10,7,4
California,06,Tulare,107,2010,6,4,3,0
California,06,Fresno,019,2010,7,30,22,12
California,06,Kern,029,2010,7,22,15,9
California,06,Los Angeles,037,2010,7,53,35,3
California,06,Merced,047,2010,7,22,15,7
California,06,Orange,059,2010,7,24,24,2
California,06,Placer,061,2010,7,19,16,2
California,06,Riverside,065,2010,7,4,0,0
California,06,Sacramento,067,2010,7,139,113,55
California,06,San Bernardino,071,2010,7,24,17,0
California,06,San Joaquin,077,2010,7,39,29,20
California,06,Solano,095,2010,7,2,0,0
California,06,Stanislaus,099,2010,7,30,26,15
California,06,Tulare,107,2010,7,13,12,6
California,06,Fresno,019,2010,8,19,13,6
California,06,Kern,029,2010,8,7,5,2
California,06,Los Angeles,037,2010,8,49,36,15
California,06,Merced,047,2010,8,8,4,3
California,06,Orange,059,2010,8,24,23,5
California,06,Placer,061,2010,8,23,16,3
California,06,Riverside,065,2010,8,4,0,0
California,06,Sacramento,067,2010,8,64,52,30
California,06,San Bernardino,071,2010,8,20,15,3
